model,dependent,term,estimate,std_error_nw,t_value,p_value,nobs,r2_adj,rmse
ARDL_placebo_petrolero,dlog_imaec_petrolero,season_cos,2.1088379243001607,3.293726275221483,0.6402590100351779,0.5255664257514038,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,(Intercept),0.1836927439321762,0.6920586817468478,0.2654294336262228,0.7919771811249053,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,homicidios_100k_anualizado,0.0014812885173004816,0.022965868088629906,0.06449956568521126,0.9488784736970075,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,curfew_intensity,-6.9946325379528,6.9065902238291095,-1.0127475803935677,0.31697977129618904,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,dlog_imaec_petrolero,-0.007376038124663437,0.006465549431404805,-1.1408215501123784,0.2604076720128105,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,trend,-1.2404235936787407e-4,0.01467141303785931,-0.008454697516032372,0.9932942401436806,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,season_sin,0.08406207084293572,0.26189744938529,0.32097323223361346,0.7498224260704707,NA,NA,NA
base_no_petrolero,dlog_imaec_no_petrolero,season_cos,0.425569530932208,0.26172690559057943,1.6260060461568606,0.11142948566380598,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,(Intercept),0.5213107180527156,1.0747253733664124,0.48506412053880305,0.6301514008674445,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,homicidios_100k_anualizado,-0.01142036716476666,0.03154571439977475,-0.36202594812207534,0.7191478413597087,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,curfew_intensity,-6.213038131307258,10.368689457269491,-0.5992115162588165,0.552250587801825,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,dlog_imaec_petrolero,3.228487916388392e-4,0.012758597118508273,0.025304411499168532,0.9799320037053946,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,trend,0.005551301445046379,0.019779147525218102,0.28066434298892595,0.7803458063023438,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,season_sin,0.11359243619040377,0.365725480810595,0.3105948099067015,0.7576448556961125,NA,NA,NA
actividad_vulnerable,dlog_imaec_vulnerable,season_cos,0.7108893747435259,0.374738833391137,1.897026172362363,0.06471476029740345,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,(Intercept),0.5307246729685796,0.9762017919676244,0.5436628751713878,0.5897679849447008,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,homicidios_100k_anualizado,0.018804559601037836,0.028782803074810556,0.6533262084364104,0.5173794533550395,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,homicidios_100k_anualizado_l1,-0.08111433168834918,0.03478087124317697,-2.332153531210393,0.02494816631725596,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,homicidios_100k_anualizado_l2,0.05436740696964366,0.030636795753319592,1.774578758411861,0.08377394749512009,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,curfew_intensity,-11.845981746017369,13.242266368411734,-0.8945584854171881,0.3765109237599682,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,curfew_intensity_l1,2.329894358229223,15.163513941965299,0.15365134804151157,0.8786769633854574,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,dlog_imaec_petrolero,0.0015511921019804899,0.008172061633538194,0.18981649570707929,0.8504374484851405,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,trend,0.0036688007284765892,0.023581669673528805,0.15557849716616706,0.8771677552555366,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,season_sin,0.0877107422401152,0.25553013503390437,0.3432500915341258,0.7332538215161056,NA,NA,NA
rezagos_no_petrolero,dlog_imaec_no_petrolero,season_cos,0.46952965904168775,0.2856518205351543,1.6437131685772126,0.10827434138004767,NA,NA,NA
