date,agricultura,petroleo_minas,manufactura,construccion,comercio,servicios,impuestos_netos,imaec_total,imaec_petrolero,imaec_no_petrolero,imaec_vulnerable
2021-07-01,108.577503014162,110.0422959844254,100.4491669764172,68.73464914497667,103.7356708605462,99.50291872077473,90.76678957347121,99.58650789982714,103.170571511999,99.95059185048731,93.1056014256787
2021-08-01,111.0999713416924,110.5571081339442,99.72077357071808,69.40777215233595,104.9275326607332,99.85391162350034,96.50591034331568,100.5037863234204,100.500194389987,100.6736865768377,93.47749750182189
2021-09-01,113.9250671641862,114.8155693554398,103.9752219365929,72.71184285392222,110.5286437521815,101.3554228084576,92.4765382526264,102.8840764918683,99.90381522202442,103.7817586057597,97.14278283778856
2021-10-01,116.595193747445,111.0000147140236,104.2174078608601,73.83268472192907,113.2209984039743,100.2727037697251,93.35048042451288,102.9203701939674,101.2888687398418,103.6633846422781,97.88594868912216
2021-11-01,113.5885377244918,120.1122712433614,106.9504667785702,74.64255481839042,114.1237908475609,102.2607061786763,96.24233146400536,104.8491327452814,99.00455255184876,105.7651611297377,99.49437965579945
2021-12-01,102.9328657223827,70.97738155742744,103.8650267205389,77.67768771685004,104.618127573191,100.9923143346083,80.83811683484595,98.2423718471595,54.79480304045322,102.2333403163388,96.78828908629706
2022-01-01,108.387857867939,102.4670625053145,104.2215214515615,66.32820759100446,109.3995497881867,102.0462664045775,95.33104696160052,101.7175172545292,96.50037719798871,102.3752791493644,95.49888630883254
2022-02-01,119.2122038407635,113.0317363142256,108.3014389775659,74.49195804000489,113.0018314323677,103.128019175859,98.91307777857695,105.5849533621216,95.59025715166517,106.7319311507892,99.73081190644936
2022-03-01,118.8828021336996,110.1660968070157,107.8833297918877,84.52130024338533,113.5324442079142,103.9610506513135,98.7614763989896,106.270832980611,97.4877998986344,107.3609942685422,102.47453122362518
2022-04-01,110.6544215625922,115.7797902695684,110.0441097378614,79.51235137256752,112.0838274586413,104.6141570831309,98.36673607287601,106.171692151005,94.39978794042709,107.5868630088222,101.56361141305028
2022-05-01,107.4301811018154,100.5109054578039,109.8744639548119,73.73591582317334,110.4197988627443,104.3169717860975,97.26619380980414,103.9316086004056,93.02181130852668,105.176374418089,99.58678760670676
2022-06-01,102.8184932238523,109.5819907409143,100.1488247223469,83.17813730342478,104.0639939385388,104.0260095699102,95.51042563616986,102.4037957879675,78.64848018327625,104.9652789387656,97.85424138355518
2022-07-01,112.4249288619891,100.9143123526159,112.7257976943815,79.66499668579605,114.8788230210569,104.4569510837662,100.1497140652476,105.9308872925889,91.76027915351455,107.4247582816503,102.93164212125018
2022-08-01,112.0401547555073,116.2928040705111,108.5710675450532,84.00858891053726,115.5229062128902,106.266625628955,94.3475698980245,107.3404099339105,92.667339062059,109.4623969173181,103.59229707435892
2022-09-01,111.9507629523251,110.7690067207632,107.8083775979864,79.32777649017038,112.1305858092916,106.2937317698504,95.26661450990787,106.1247931660917,90.56387262913196,108.1681683692015,101.39011791682469
2022-10-01,116.376420146458,106.4697858198313,105.6388045772806,81.56574526461091,110.7311222315453,105.9789614485478,92.9582456402755,105.4498422224088,89.94103538545994,107.6225355726831,100.97865838049614
2022-11-01,115.3130762383108,105.4489608419113,104.9233933848441,81.0616686534724,109.7483208092537,106.479732274857,95.56564002611191,105.4335641792001,89.46586743045711,107.4404394951229,100.55327878060679
2022-12-01,115.0695885029074,113.2597535984351,105.8174987292636,78.89084845778271,115.4097472882214,108.2584468476939,90.77617477013331,107.3278210992089,93.32515646183492,109.6700323292464,102.0941353307404
2023-01-01,113.5676996594142,110.3943399541026,107.0859762970744,87.89895603319175,113.7257122155032,107.4506090810437,91.71853335387533,107.2196800602382,93.97408387513757,109.279521588549,104.04031340670326
2023-02-01,114.3640308026047,101.3191370375709,104.731401223104,79.38458282394176,111.687456342629,106.7688611862048,108.9074261363277,105.8619410751878,84.68241504499264,107.8071532077664,100.64307539396988
2023-03-01,118.8475511326072,104.6589146610824,110.6796397257193,87.18549011132936,113.7771109989713,107.1336487394462,87.21334402928828,107.0419502612358,84.8705271502759,110.5452943988095,104.69397239386653
2023-04-01,116.9224398527504,100.268083640384,108.0727012854317,80.78633627327353,113.3479648509621,108.2880550011465,97.3570326729201,106.7469896152198,87.81058607321096,109.1728021243372,102.62376435270346
